-10	100
-9.797979798	96.00040812
-9.595959596	92.08244057
-9.393939394	88.24609734
-9.191919192	84.49137843
-8.98989899	80.81828385
-8.787878788	77.22681359
-8.585858586	73.71696766
-8.383838384	70.28874605
-8.181818182	66.94214876
-7.97979798	63.6771758
-7.777777778	60.49382716
-7.575757576	57.39210285
-7.373737374	54.37200286
-7.171717172	51.43352719
-6.96969697	48.57667585
-6.767676768	45.80144883
-6.565656566	43.10784614
-6.363636364	40.49586777
-6.161616162	37.96551372
-5.95959596	35.516784
-5.757575758	33.1496786
-5.555555556	30.86419753
-5.353535354	28.66034078
-5.151515152	26.53810836
-4.949494949	24.49750026
-4.747474747	22.53851648
-4.545454545	20.66115702
-4.343434343	18.8654219
-4.141414141	17.15131109
-3.939393939	15.51882461
-3.737373737	13.96796245
-3.535353535	12.49872462
-3.333333333	11.11111111
-3.131313131	9.805121926
-2.929292929	8.580757066
-2.727272727	7.438016529
-2.525252525	6.376900316
-2.323232323	5.397408428
-2.121212121	4.499540863
-1.919191919	3.683297623
-1.717171717	2.948678706
-1.515151515	2.295684114
-1.313131313	1.724313846
-1.111111111	1.234567901
-0.909090909	0.826446281
-0.707070707	0.499948985
-0.505050505	0.255076013
-0.303030303	0.091827365
-0.101010101	0.010203041
0.101010101	0.010203041
0.303030303	0.091827365
0.505050505	0.255076013
0.707070707	0.499948985
0.909090909	0.826446281
1.111111111	1.234567901
1.313131313	1.724313846
1.515151515	2.295684114
1.717171717	2.948678706
1.919191919	3.683297623
2.121212121	4.499540863
2.323232323	5.397408428
2.525252525	6.376900316
2.727272727	7.438016529
2.929292929	8.580757066
3.131313131	9.805121926
3.333333333	11.11111111
3.535353535	12.49872462
3.737373737	13.96796245
3.939393939	15.51882461
4.141414141	17.15131109
4.343434343	18.8654219
4.545454545	20.66115702
4.747474747	22.53851648
4.949494949	24.49750026
5.151515152	26.53810836
5.353535354	28.66034078
5.555555556	30.86419753
5.757575758	33.1496786
5.95959596	35.516784
6.161616162	37.96551372
6.363636364	40.49586777
6.565656566	43.10784614
6.767676768	45.80144883
6.96969697	48.57667585
7.171717172	51.43352719
7.373737374	54.37200286
7.575757576	57.39210285
7.777777778	60.49382716
7.97979798	63.6771758
8.181818182	66.94214876
8.383838384	70.28874605
8.585858586	73.71696766
8.787878788	77.22681359
8.98989899	80.81828385
9.191919192	84.49137843
9.393939394	88.24609734
9.595959596	92.08244057
9.797979798	96.00040812
10	100
